id,title,release_date,runtime,vote_count,vote_average,overview,genres,production_companies,production_countries,cast,directors,poster_url,trailer_url,movieURL
27205,Inception,2010-07-15,148,38129,8.37,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Action, Science Fiction, Adventure","Legendary Pictures, Syncopy, Warner Bros. Pictures","United Kingdom, United States of America","Leonardo DiCaprio, Joseph Gordon-Levitt, Ken Watanabe, Tom Hardy, Elliot Page, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite",Christopher Nolan,https://image.tmdb.org/t/p/w500/ljsZTbVsrQSqZgWeep2B1QiDKuh.jpg,https://www.youtube.com/watch?v=cdx31ak4KbQ,https://www.rottentomatoes.com/m/inception
11324,Shutter Island,2010-02-14,138,24985,8.201,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.","Drama, Thriller, Mystery","Paramount Pictures, Phoenix Pictures, Sikelia Productions, Appian Way",United States of America,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams, Emily Mortimer, Patricia Clarkson, Jackie Earle Haley, Ted Levine, John Carroll Lynch",Martin Scorsese,https://image.tmdb.org/t/p/w500/nrmXQ0zcZUL8jFLrakWc90IR8z9.jpg,https://www.youtube.com/watch?v=qdPw9x9h5CY,https://www.rottentomatoes.com/m/1198124-shutter_island
58496,Senna,2010-10-07,106,1122,8.11,"The remarkable story of Brazilian racing driver Ayrton Senna, charting his physical and spiritual achievements on the track and off, his quest for perfection, and the mythical status he has since attained, is the subject of Senna, a documentary feature that spans the racing legend's years as an F1 driver, from his opening season in 1984 to his untimely death a decade later.",Documentary,"Universal Pictures, StudioCanal, Working Title Films, Midfield Films","United Kingdom, United States of America, France","Ayrton Senna, Alain Prost, Frank Williams, Ron Dennis, Viviane Senna, Milton da Silva, Neyde Senna, Jackie Stewart, Sid Watkins, Galvão Bueno",Asif Kapadia,https://image.tmdb.org/t/p/w500/nZbLCbRoP6iJq5sr8daHQzjnzFh.jpg,https://www.youtube.com/watch?v=sfosF-ZAbR4,https://www.rottentomatoes.com/m/senna
46738,Incendies,2010-09-17,131,3044,8.1,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.","Drama, War, Mystery","TS Productions, Phi Group, micro_scope","Canada, France","Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Rémy Girard, Allen Altman, Abdelghafour Elaaziz, Dominique Briand, Frédéric Paquet, Ahmad Massad, John Dunn-Hill",Denis Villeneuve,https://image.tmdb.org/t/p/w500/yH6DAQVgbyj72S66gN4WWVoTjuf.jpg,https://www.youtube.com/watch?v=XJ69WnwvZhE,https://www.rottentomatoes.com/m/incendies
43949,Flipped,2010-08-06,89,3200,8.0,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.","Romance, Drama","Reiner / Greisman Productions, Castle Rock Entertainment",United States of America,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney, Penelope Ann Miller, Aidan Quinn, Kevin Weisman, Morgan Lily, Ryan Ketzner",Rob Reiner,https://image.tmdb.org/t/p/w500/6zDYFigohwncqFL00MKbFV01dWb.jpg,https://www.youtube.com/watch?v=aXeJ8NM7c9g,https://www.rottentomatoes.com/m/flipped
10191,How to Train Your Dragon,2010-03-18,98,13850,7.9,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.","Fantasy, Adventure, Animation, Family",DreamWorks Animation,United States of America,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Robin Atkin Downes, Philip McGrade","Chris Sanders, Dean DeBlois",https://image.tmdb.org/t/p/w500/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,https://www.youtube.com/watch?v=KZtbJ_I9IFM,https://www.rottentomatoes.com/m/how_to_train_your_dragon
33602,Temple Grandin,2010-02-06,108,515,7.8,"A biopic of Temple Grandin, an autistic American who has become one of the leading scientists in humane livestock handling.","Drama, History","HBO Films, Ruby Films",United States of America,"Claire Danes, David Strathairn, Barry Tubb, Melissa Farman, Charles Baker, Blair Bomar, Cherami Leigh, Tamara Jolaine, Julia Ormond, David Born",Mick Jackson,https://image.tmdb.org/t/p/w500/gQhQ6yEkUkDDo1zugpq46PJN8xZ.jpg,https://www.youtube.com/watch?v=cpkN0JdXRpM,https://www.rottentomatoes.com/m/temple_grandin
10193,Toy Story 3,2010-06-16,102,15240,7.802,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","Animation, Family, Comedy",Pixar,United States of America,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger, Estelle Harris, Blake Clark, Jeff Pidgeon, Ned Beatty",Lee Unkrich,https://image.tmdb.org/t/p/w500/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,https://www.youtube.com/watch?v=2BlMNH1QTeE,https://www.rottentomatoes.com/m/toy_story_3
49797,I Saw the Devil,2010-08-12,144,2822,7.796,"Kyung-chul is a dangerous psychopath who kills for pleasure. Soo-hyeon, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.","Thriller, Horror","Softbank Ventures, Peppermint & Company, Siz Entertainment, Finecut, Michigan Venture Capital, Showbox, CJ Investment",South Korea,"Lee Byung-hun, Choi Min-sik, Jeon Kuk-hwan, Cheon Ho-jin, Oh San-ha, Kim Yoon-seo, Nam Bo-ra, Lee Jun-hyuk, Yoon Chae-yeong, Choi Moo-seong",Kim Jee-woon,https://image.tmdb.org/t/p/w500/zp5NrmYp80axIGiEiYPmm1CW6uH.jpg,https://www.youtube.com/watch?v=uXIx5cxrvDs,https://www.rottentomatoes.com/m/i_saw_the_devil_2010
40662,Batman: Under the Red Hood,2010-07-27,75,1673,7.747,"One part vigilante, one part criminal kingpin, Red Hood begins cleaning up Gotham with the efficiency of Batman, but without following the same ethical code.","Mystery, Crime, Animation","Warner Bros. Animation, DC, Warner Premiere",United States of America,"Bruce Greenwood, Jensen Ackles, Neil Patrick Harris, Jason Isaacs, John DiMaggio, Wade Williams, Carlos Alazraqui, Robert Clotworthy, Gary Cole, Brian George",Brandon Vietti,https://image.tmdb.org/t/p/w500/7lmHqHg1rG9b4U8MjuyQjmJ7Qm0.jpg,https://www.youtube.com/watch?v=EcFghlzjEak,https://www.rottentomatoes.com/m/batman_under_the_red_hood
12444,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,146,19819,7.738,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.","Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America","Daniel Radcliffe, Emma Watson, Rupert Grint, Toby Jones, Helena Bonham Carter, Alan Rickman, Ralph Fiennes, Bill Nighy, Simon McBurney, Rhys Ifans",David Yates,https://image.tmdb.org/t/p/w500/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,https://www.youtube.com/watch?v=MxqsmsA8y5k,https://www.rottentomatoes.com/m/harry_potter_and_the_deathly_hallows_part_1
45269,The King's Speech,2010-11-26,118,9026,7.735,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.","Drama, History","The Weinstein Company, UK Film Council, Momentum Pictures, Aegis Film Fund, Molinare Investment, FilmNation Entertainment, See-Saw Films, Bedlam Productions","United Kingdom, United States of America","Colin Firth, Geoffrey Rush, Helena Bonham Carter, Guy Pearce, Timothy Spall, Michael Gambon, Jennifer Ehle, Derek Jacobi, Freya Wilson, Ramona Marquez",Tom Hooper,https://image.tmdb.org/t/p/w500/pVNKXVQFukBaCz6ML7GH3kiPlQP.jpg,https://www.youtube.com/watch?v=HXMqX9s67kY,https://www.rottentomatoes.com/m/the_kings_speech
51608,The Man from Nowhere,2010-08-04,119,1403,7.702,An ex-special agent is involved in a convoluted drug ring drama. He has to save a drug smuggler's innocent daughter from being the victim of her parents' fight.,"Action, Thriller, Crime","Opus Pictures, CJ Entertainment, United Pictures, M-Line Distribution",South Korea,"Won Bin, Kim Sae-ron, Kim Tae-hun, Kim Hie-won, Kim Seung-o, Lee Jong-pil, Thanayong Wongtrakul, Kim Hyo-seo, Song Young-chang, Baek Su-ryeon",Lee Jeong-beom,https://image.tmdb.org/t/p/w500/ld19CFIo27t41JXSGZdaPMUGTxh.jpg,https://www.youtube.com/watch?v=38rPoGSr19U,https://www.rottentomatoes.com/m/man_from_nowhere_2010
44639,Inside Job,2010-10-08,109,991,7.699,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.","Documentary, Crime",Sony Pictures,United States of America,"Matt Damon, William Ackman, Jonathan Alpert, Christine Lagarde, Daniel Alpert, Sigridur Benediktsdottir, Gylfi Zoega, Andri Snær Magnason, Paul Volcker, Dominique Strauss-Kahn",Charles Ferguson,https://image.tmdb.org/t/p/w500/7yXXIWec24htucjsZS1sDuPLqw8.jpg,https://www.youtube.com/watch?v=FzrBurlJUNk,https://www.rottentomatoes.com/m/inside_job_2010
44214,Black Swan,2010-12-03,109,15090,7.686,"The story of Nina, a ballerina in a New York City ballet company whose life, like all those in her profession, is completely consumed with dance. She lives with her retired ballerina mother Erica who zealously supports her daughter's professional ambition. When artistic director Thomas Leroy decides to replace prima ballerina Beth MacIntyre for the opening production of their new season, Swan Lake, Nina is his first choice.","Drama, Thriller, Horror","Fox Searchlight Pictures, Cross Creek Pictures, Protozoa Pictures, Phoenix Pictures, Dune Entertainment",United States of America,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder, Benjamin Millepied, Ksenia Solo, Kristina Anapau, Janet Montgomery, Sebastian Stan",Darren Aronofsky,https://image.tmdb.org/t/p/w500/viWheBd44bouiLCHgNMvahLThqx.jpg,https://www.youtube.com/watch?v=2Pxc_5f27Kg,https://www.rottentomatoes.com/m/black_swan_2010
133204,Out of Sight,2010-07-31,6,26,7.7,"The main character of little girl in the story confronts a robbery and strays from the road she is familiar with. After passing a hedge, she enters an unknown world and unfolds a magical adventure depending on senses other than vision and her imagination. With soft and cute colors as the main key, we used simple designs to depict the little girls' imaginary world.","Animation, Adventure, Drama, Fantasy","Department of Multimedia and Animation Arts, National Taiwan University of Arts",Taiwan,"Ye Yaxuan, Zhong Ling",Yu Ya-Ting,https://image.tmdb.org/t/p/w500/eJTZQviPYLX3V9pN6seBkyvrBrl.jpg,https://www.youtube.com/watch?v=4qCbiCxBd2M,https://www.rottentomatoes.com/m/1083436-1083436-out_of_sight
51739,The Secret World of Arrietty,2010-07-16,94,3006,7.662,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.","Fantasy, Animation, Family","Studio Ghibli, Hakuhodo DY Media Partners, Mitsubishi Shoji, dentsu, TOHO, Nippon Television Network Corporation, Wild Bunch, The Walt Disney Company (Japan)","France, Japan, United States of America","Mirai Shida, Ryunosuke Kamiki, Tomokazu Miura, Keiko Takeshita, Kirin Kiki, Shinobu Otake, Tatsuya Fujiwara, Shin'ichi Hatori",Hiromasa Yonebayashi,https://image.tmdb.org/t/p/w500/3lSRaSjDp2nkXMQkzzjpRi3035O.jpg,https://www.youtube.com/watch?v=ncXbAhTzIYc,https://www.rottentomatoes.com/m/the_secret_world_of_arrietty
38757,Tangled,2010-11-24,100,11983,7.61,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.","Animation, Family, Adventure","Walt Disney Animation Studios, Walt Disney Pictures",United States of America,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor, Brad Garrett, Paul F. Tompkins, Richard Kiel, Delaney Rose Stein","Nathan Greno, Byron Howard",https://image.tmdb.org/t/p/w500/ym7Kst6a4uodryxqbGOxmewF235.jpg,https://www.youtube.com/watch?v=gsYKF8ecC8g,https://www.rottentomatoes.com/m/tangled
47909,Poetry,2010-05-13,139,319,7.553,A South Korean woman in her sixties enrolls in a poetry class as she grapples with her faltering memory and her grandson's appalling wrongdoing.,Drama,"UniKorea Pictures, Pinehouse Film",South Korea,"Yoon Jeong-hee, David Lee, Kim Hee-ra, Ahn Nae-sang, Kim Yong-taek, Park Myung-shin, Chang Hyae-jin, Kim Nam-jin, Kim Jong-goo, Kim Hye-jung",Lee Chang-dong,https://image.tmdb.org/t/p/w500/dcefUQ0AIgRvkh9DS76tvetzxc2.jpg,https://www.youtube.com/watch?v=nWgTXm7cJYs,https://www.rottentomatoes.com/m/poetry
39452,Exit Through the Gift Shop,2010-03-05,87,913,7.545,"Banksy is a graffiti artist with a global reputation whose work can be seen on walls from post-hurricane New Orleans to the separation barrier on the Palestinian West Bank. Fiercely guarding his anonymity to avoid prosecution, Banksy has so far resisted all attempts to be captured on film. Exit Through the Gift Shop tells the incredible true story of how an eccentric French shop keeper turned documentary maker attempted to locate and befriend Banksy, only to have the artist turn the camera back on its owner.",Documentary,"Oscilloscope, Paranoid Pictures, KEO Films","United Kingdom, United States of America","Rhys Ifans, Thierry Guetta, Banksy, Shepard Fairey, INVADER, Debora Guetta, Monsieur André, Zeus, Swoon, Borf",Banksy,https://image.tmdb.org/t/p/w500/ruM5ehUQlHC1Kx3SF18d6klfrAx.jpg,https://www.youtube.com/watch?v=oHJBdDSTbLw,https://www.rottentomatoes.com/m/exit_through_the_gift_shop
22538,Scott Pilgrim vs. the World,2010-08-12,113,8251,7.488,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.","Action, Comedy, Romance","Marc Platt Productions, Big Talk Studios, Closed on Mondays Entertainment, dentsu","Japan, United Kingdom, United States of America","Michael Cera, Mary Elizabeth Winstead, Ellen Wong, Kieran Culkin, Alison Pill, Mark Webber, Johnny Simmons, Jason Schwartzman, Anna Kendrick, Aubrey Plaza",Edgar Wright,https://image.tmdb.org/t/p/w500/g5IoYeudx9XBEfwNL0fHvSckLBz.jpg,https://www.youtube.com/watch?v=5wL2I_JVzgw,https://www.rottentomatoes.com/m/scott_pilgrims_vs_the_world
37472,Ip Man 2,2010-04-29,108,2393,7.461,"Having defeated the best fighters of the Imperial Japanese army in occupied Shanghai, Ip Man and his family settle in post-war Hong Kong. Struggling to make a living, Master Ip opens a kung fu school to bring his celebrated art of Wing Chun to the troubled youth of Hong Kong. His growing reputation soon brings challenges from powerful enemies, including pre-eminent Hung Gar master, Hung Quan.","Action, History, Drama","Mandarin Films, Golden Harvest Company, Henan Film & TV Production Group, Beijing ShengShi HuaRei Film Investment & Management Co., Desen International Media, Prosperity Pictures, Foshan Pearl River Media Group, Donlord Skykee Film Investment, Teng Yuan Film & TV Media, Beijing Baron Stars Culture Media, Shenzhen Haiguchi Investment, Beijing Xinyinglian Cinema Circuit","China, Hong Kong","Donnie Yen, Sammo Hung Kam-Bo, Huang Xiaoming, Lynn Hung Doi-Lam, Kent Cheng Jak-Si, Ngo Ka-Nin, Simon Yam, Calvin Cheng, Louis Fan Siu-Wong, Dennis To Yu-Hang",Wilson Yip,https://image.tmdb.org/t/p/w500/aC5nwtbadmJqvl4eVCJPno16Mx5.jpg,https://www.youtube.com/watch?v=4ynwOQX1A7k,https://www.rottentomatoes.com/m/ip_man_2_legend_of_the_grandmaster
52918,The Oath,2010-05-09,90,26,7.4,"Tells the story of two men, Abu Jandal and Salim Ahmed Hamdan, whose fateful encounter in 1996 set them on a course of events that led them to Afghanistan, Osama bin Laden, 9/11, Guantanamo, and the U.S. Supreme Court.",Documentary,"ITVS, American Documentary POV, Praxis Films","Cuba, United States of America","Osama bin Laden, Salim Hamdan, Abu Jandal",Laura Poitras,https://image.tmdb.org/t/p/w500/tBe3AFoj2usO9mSHNNTpp1t33aR.jpg,https://www.youtube.com/watch?v=4w7TqZbDvIA,https://www.rottentomatoes.com/m/the_oath_2023
45317,The Fighter,2010-12-10,116,4540,7.379,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",Drama,"The Weinstein Company, Relativity Media, Mandeville Films, Closest to the Hole Productions, Protozoa Pictures",United States of America,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Mickey O'Keefe, Jack McGee, Melissa McMeekin, Bianca Hunter, Erica McDermott, Jill Quigg",David O. Russell,https://image.tmdb.org/t/p/w500/xfsFerGhO1h6rLk8vwLgMyQ8WVJ.jpg,https://www.youtube.com/watch?v=LRIZ4mCi5Ps,https://www.rottentomatoes.com/m/the_fighter_2011
37799,The Social Network,2010-10-01,121,12709,7.371,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",Drama,"Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions",United States of America,"Jesse Eisenberg, Andrew Garfield, Armie Hammer, Josh Pence, Justin Timberlake, Max Minghella, Brenda Song, Rashida Jones, John Getz, David Selby",David Fincher,https://image.tmdb.org/t/p/w500/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,https://www.youtube.com/watch?v=rBCNU0XT9GY,https://www.rottentomatoes.com/m/the-social-network
58857,13 Assassins,2010-09-25,141,1203,7.324,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,"Adventure, Drama, Action","TOHO, Sedic International, Toei Studios Kyoto, OLM, TV Asahi Music, IMAGICA, TV Asahi, dentsu, Shogakukan, The Asahi Shimbun, Asahi Broadcasting Corporation, Nagoya Broadcasting Network, Kyushu Asahi Broadcasting, Yahoo! Japan, TSUTAYA Group, Hiroshima Home Television, Sedic Deux, Raku Film, Recorded Picture Company, HanWay Films, Japan Action Enterprise, Higashi Nippon Broadcasting, Shizuoka Asahi Television, Hokkaido Television Broadcasting","Japan, United Kingdom","Koji Yakusho, Takayuki Yamada, Yūsuke Iseya, Goro Inagaki, Kazue Fukiishi, Hiroki Matsukata, Tsuyoshi Ihara, Ikki Sawamura, Arata Furuta, Sousuke Takaoka",Takashi Miike,https://image.tmdb.org/t/p/w500/yUsVsiVXUwClk4vSCx80vrdO6MV.jpg,https://www.youtube.com/watch?v=Xpm007vne54,https://www.rottentomatoes.com/m/13_assassins_2011
30061,Justice League: Crisis on Two Earths,2010-02-23,75,751,7.316,"A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril.","Action, Adventure, Animation, Science Fiction, Fantasy","Warner Premiere, Warner Bros. Animation, DC",United States of America,"William Baldwin, Mark Harmon, Chris Noth, Gina Torres, James Woods, Jonathan Adams, Brian Bloom, Bruce Davison, Josh Keaton, Vanessa Marshall","Sam Liu, Lauren Montgomery",https://image.tmdb.org/t/p/w500/5Cjrxbv0BIxzgKFC9PYcgmPtnMV.jpg,https://www.youtube.com/watch?v=EJruJxZJEvI,https://www.rottentomatoes.com/m/justice_league_crisis_on_two_earths
44264,True Grit,2010-12-22,110,5521,7.3,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.","Drama, Adventure, Western","Scott Rudin Productions, Mike Zoss Productions, Skydance Media, Paramount Pictures",United States of America,"Jeff Bridges, Hailee Steinfeld, Matt Damon, Josh Brolin, Barry Pepper, Dakin Matthews, Jarlath Conroy, Paul Rae, Domhnall Gleeson, Elizabeth Marvel","Joel Coen, Ethan Coen",https://image.tmdb.org/t/p/w500/tCrB8pcjadZjsDk7rleGJaIv78k.jpg,https://www.youtube.com/watch?v=Q5fEgKj9QNs,https://www.rottentomatoes.com/m/true_grit
39356,Boy,2010-03-25,87,465,7.3,"Boy, an 11-year-old child and devout Michael Jackson fan who lives on the east coast of New Zealand in 1984, gets a chance to know his absentee criminal father, who has returned to find a bag of money he buried years ago.","Drama, Comedy","New Zealand Film Commission, Unison Films, Whenua Films",New Zealand,"James Rolleston, Te Aho Aho Eketone-Whitu, Taika Waititi, Moerangi Tihore, Cherilee Martin, RickyLee Waipuka-Russell, Haze Reweti, Maakariini Butler, Rajvinder Eria, Manihera Rangiuaia",Taika Waititi,https://image.tmdb.org/t/p/w500/jOcwOnCwTbCvJm7jAbeSo4Jgv0H.jpg,https://www.youtube.com/watch?v=ESD3mlgpSwM,https://www.rottentomatoes.com/m/boy_2012
34647,Enter the Void,2010-05-05,161,1899,7.297,"This psychedelic tour of life after death is seen entirely from the point of view of Oscar, a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda. When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.","Fantasy, Drama","Fidélité Films, Wild Bunch, BUF, Les Cinémas de la Zone, Essential Filmproduktion, BiM Distribuzione","France, Germany, Italy","Paz de la Huerta, Nathaniel Brown, Cyril Roy, Olly Alexander, Masato Tanno, Ed Spear, Emily Alyn Lind, Jesse Kuhn, Nobuko Imai, Sakiko Fukuhara",Gaspar Noé,https://image.tmdb.org/t/p/w500/krKnsfvSJM1PL40tLicRhVQ6kuG.jpg,https://www.youtube.com/watch?v=HkPMjoUqYXU,https://www.rottentomatoes.com/m/enter_the_void
88278,The Trip,2010-12-25,91,38,7.263,Alex Peinado decides to takes his family on a road trip to Cartagena after 11 years of continuous work. But he also has a secret plan at the same time.,Comedy,"Dago García Producciones, Cinecolor Films, Caracol Televisión",Colombia,"Antonio Sanint, Carolina Gómez, María Margarita Giraldo, Adelaida López, Miguel Canal, Jack Villalobos, Luis Fernando Múnera, Álvaro Rodríguez, Carlos Serrato, David Noreña",Harold Trompetero,https://image.tmdb.org/t/p/w500/woNVTsjF0cu7gM2j39NGmQiTrht.jpg,https://www.youtube.com/watch?v=6uyH7WS8YW4,https://www.rottentomatoes.com/m/the_trip_2021
39312,Restrepo,2010-06-25,93,345,7.258,"Directors Hetherington and Junger spend a year with the 2nd Battalion of the United States Army located in one of Afghanistan's most dangerous valleys. The documentary provides insight and empathy on how to win the battle through hard work, deadly gunfights and mutual friendships while the unit must push back the Taliban.","War, Documentary",Outpost Productions,United States of America,"Juan ""Doc"" Restrepo, Dan Kearney, LaMonta Caldwell, Aron Hijar","Tim Hetherington, Sebastian Junger",https://image.tmdb.org/t/p/w500/62DCMBMJU1ZVezVEawyatpFoJwI.jpg,https://www.youtube.com/watch?v=-DjqR6OucBc,https://www.rottentomatoes.com/m/restrepo
20352,Despicable Me,2010-07-08,95,15652,7.3,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.","Family, Comedy, Animation, Science Fiction","Illumination, Universal Pictures",United States of America,"Steve Carell, Jason Segel, Miranda Cosgrove, Dana Gaier, Elsie Fisher, Russell Brand, Julie Andrews, Will Arnett, Kristen Wiig, Pierre Coffin","Pierre Coffin, Chris Renaud",https://image.tmdb.org/t/p/w500/9lOloREsAhBu0pEtU0BgeR1rHyo.jpg,https://www.youtube.com/watch?v=zzCZ1W_CUoI,https://www.rottentomatoes.com/m/despicable_me
41201,The Illusionist,2010-06-16,80,647,7.25,A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,"Animation, Drama","Django Films, France 3 Cinéma, Ciné B, Pathé","France, United Kingdom","Jean-Claude Donda, Eilidh Rankin, Didier Gustin, Jil Aigrot, Jacques Tati, Duncan MacNeil, Raymond Mearns, James T. Muir, Tom Urie, Paul Bandey",Sylvain Chomet,https://image.tmdb.org/t/p/w500/Ac2tNYW9sRaOhmtMJQuhf2mvo00.jpg,https://www.youtube.com/watch?v=Gf7TJ3z6Jus,https://www.rottentomatoes.com/m/illusionist
45958,Biutiful,2010-10-20,148,1155,7.242,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",Drama,"Menage Atroz, Mod Producciones, Focus Features, Ikiru Films, Cha Cha Chá","Mexico, Spain, United States of America","Javier Bardem, Maricel Álvarez, Hanaa Bouchaib, Guillermo Estrella, Eduard Fernández, Cheikh Ndiaye, Diaryatou Daff, Cheng Taishen, Luo Jin, George Chibuikwem Chukwuma",Alejandro González Iñárritu,https://image.tmdb.org/t/p/w500/4BLshBMp8INRDhvfuKwxMlHDIIt.jpg,https://www.youtube.com/watch?v=ygyeEOcKGWM,https://www.rottentomatoes.com/m/biutiful
35690,The Last Song,2010-03-31,107,3345,7.234,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.","Drama, Family, Romance","Touchstone Pictures, HopeTown Entertainment",United States of America,"Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth, Hallock Beals, Kelly Preston, Nick Lashaway, Carly Chaikin, Kate Vernon, Melissa Ordway",Julie Anne Robinson,https://image.tmdb.org/t/p/w500/76twEOHXAM2oKnvZYBI5bP6GeDu.jpg,https://www.youtube.com/watch?v=NC6DeoV1qVI,https://www.rottentomatoes.com/m/10011984-last_song
